epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
250,2356.62,0.24489,0.25545,0.10892,0.00256,0.07287,0.99752,1,0.995,0.99274,0.99752,1,0.995,0.98667,0.17199,0.31048,0.0656,0.00376,0,0.0003566,0.0003566,0.0003566
251,2365.92,0.25384,0.24952,0.12232,0.0028,0.07416,0.99756,1,0.995,0.995,0.99756,1,0.995,0.99222,0.17014,0.30795,0.0632,0.00377,0,0.00035,0.00035,0.00035
252,2375.25,0.24778,0.2292,0.12163,0.0027,0.08536,0.99817,1,0.995,0.98778,0.99817,1,0.995,0.98379,0.1861,0.31173,0.07425,0.00434,0,0.0003434,0.0003434,0.0003434
253,2384.51,0.25946,0.24562,0.12479,0.00261,0.09394,0.9978,1,0.995,0.995,0.9978,1,0.995,0.9871,0.1596,0.31753,0.0682,0.0035,0,0.0003368,0.0003368,0.0003368
254,2393.79,0.249,0.24162,0.13558,0.00243,0.09208,0.99843,1,0.995,0.995,0.99843,1,0.995,0.98109,0.16894,0.32662,0.06523,0.00373,0,0.0003302,0.0003302,0.0003302
255,2403.14,0.25968,0.23296,0.13248,0.00269,0.08257,0.9983,1,0.995,0.995,0.9983,1,0.995,0.98222,0.15803,0.3244,0.05721,0.00336,0,0.0003236,0.0003236,0.0003236
256,2412.43,0.24756,0.24766,0.11679,0.00253,0.0824,0.99801,1,0.995,0.995,0.99801,1,0.995,0.98176,0.17456,0.32943,0.06389,0.00363,0,0.000317,0.000317,0.000317
257,2421.72,0.24105,0.23794,0.12832,0.00257,0.07384,0.9971,1,0.995,0.995,0.9971,1,0.995,0.97865,0.16419,0.34614,0.07727,0.00368,0,0.0003104,0.0003104,0.0003104
258,2431.05,0.27546,0.26965,0.13295,0.00272,0.08601,0.99825,1,0.995,0.995,0.99825,1,0.995,0.98341,0.15148,0.34273,0.05145,0.0032,0,0.0003038,0.0003038,0.0003038
259,2440.36,0.24921,0.24628,0.12442,0.00251,0.09307,0.99798,0.96552,0.99306,0.99306,0.99798,0.96552,0.99306,0.98649,0.15793,0.34688,0.11375,0.00342,0,0.0002972,0.0002972,0.0002972
260,2449.73,0.23992,0.22883,0.10993,0.00241,0.06873,0.99863,1,0.995,0.99158,0.99863,1,0.995,0.98205,0.17575,0.34779,0.06235,0.00385,0,0.0002906,0.0002906,0.0002906
261,2459.1,0.25121,0.24188,0.11502,0.0027,0.07472,1,0.99817,0.995,0.995,1,0.99817,0.995,0.98605,0.16707,0.34591,0.07281,0.00369,0,0.000284,0.000284,0.000284
262,2468.44,0.23895,0.24411,0.13285,0.00253,0.09432,1,0.99941,0.995,0.995,1,0.99941,0.995,0.9821,0.17957,0.34789,0.07349,0.00401,0,0.0002774,0.0002774,0.0002774
263,2477.76,0.25122,0.2319,0.12663,0.00261,0.07445,0.9985,1,0.995,0.99429,0.9985,1,0.995,0.98345,0.1844,0.3379,0.06836,0.00409,0,0.0002708,0.0002708,0.0002708
264,2487.08,0.25221,0.2436,0.12428,0.00251,0.07197,1,0.9916,0.995,0.995,1,0.9916,0.995,0.98263,0.14841,0.33864,0.08884,0.00315,0,0.0002642,0.0002642,0.0002642
265,2496.36,0.24845,0.23785,0.11979,0.00251,0.07998,0.99824,1,0.995,0.995,0.99824,1,0.995,0.98698,0.15683,0.34172,0.05266,0.00343,0,0.0002576,0.0002576,0.0002576
266,2505.66,0.23071,0.25486,0.10707,0.00239,0.08174,0.99899,1,0.995,0.995,0.99899,1,0.995,0.98392,0.15921,0.33906,0.06503,0.00356,0,0.000251,0.000251,0.000251
267,2515.02,0.24478,0.26069,0.12639,0.0026,0.08883,1,0.99966,0.995,0.9949,1,0.99966,0.995,0.98338,0.16358,0.32546,0.07408,0.00341,0,0.0002444,0.0002444,0.0002444
268,2524.38,0.25485,0.24204,0.12874,0.00251,0.07418,0.99828,0.96552,0.994,0.994,0.99828,0.96552,0.994,0.9904,0.17368,0.32395,0.11018,0.00386,0,0.0002378,0.0002378,0.0002378
269,2533.68,0.24881,0.24214,0.10977,0.00254,0.08093,0.99958,1,0.995,0.995,0.99958,1,0.995,0.9825,0.16065,0.32903,0.06938,0.0035,0,0.0002312,0.0002312,0.0002312
270,2543,0.2406,0.23859,0.13845,0.0025,0.07663,1,0.99842,0.995,0.995,1,0.99842,0.995,0.99149,0.1603,0.33595,0.07062,0.00355,0,0.0002246,0.0002246,0.0002246
271,2552.37,0.23732,0.25252,0.11132,0.00241,0.06584,0.99828,1,0.995,0.995,0.99828,1,0.995,0.98511,0.15927,0.33881,0.05306,0.00345,0,0.000218,0.000218,0.000218
272,2561.65,0.23159,0.24162,0.10854,0.00237,0.07136,0.99807,1,0.995,0.995,0.99807,1,0.995,0.98169,0.1559,0.33308,0.05448,0.00336,0,0.0002114,0.0002114,0.0002114
273,2570.97,0.2501,0.2516,0.12011,0.00249,0.06884,0.99855,1,0.995,0.995,0.99855,1,0.995,0.98765,0.17345,0.33096,0.06057,0.00391,0,0.0002048,0.0002048,0.0002048
274,2582.99,0.23285,0.22807,0.10696,0.00245,0.07992,0.99684,1,0.995,0.99333,0.99684,1,0.995,0.99188,0.16454,0.33374,0.07059,0.00354,0,0.0001982,0.0001982,0.0001982
275,2592.3,0.22807,0.23703,0.1026,0.0024,0.06853,0.99896,1,0.995,0.995,0.99896,1,0.995,0.98294,0.19324,0.34096,0.06752,0.00426,0,0.0001916,0.0001916,0.0001916
276,2601.59,0.24851,0.2504,0.11933,0.00234,0.08859,0.99967,1,0.995,0.9949,0.99967,1,0.995,0.9924,0.16632,0.35033,0.06358,0.00363,0,0.000185,0.000185,0.000185
277,2610.86,0.26122,0.25943,0.12987,0.00284,0.08213,1,0.99838,0.995,0.995,1,0.99838,0.995,0.98184,0.1558,0.35067,0.07559,0.00332,0,0.0001784,0.0001784,0.0001784
278,2620.22,0.23906,0.25054,0.11989,0.00247,0.07208,0.99858,1,0.995,0.9949,0.99858,1,0.995,0.9826,0.15469,0.35108,0.0533,0.0034,0,0.0001718,0.0001718,0.0001718
279,2629.54,0.23466,0.24768,0.12084,0.00232,0.0696,1,0.99621,0.995,0.995,1,0.99621,0.995,0.98722,0.15622,0.34912,0.07574,0.0034,0,0.0001652,0.0001652,0.0001652
280,2638.96,0.22442,0.23337,0.09806,0.00227,0.07784,0.99964,1,0.995,0.995,0.99964,1,0.995,0.98632,0.15964,0.34746,0.06513,0.0035,0,0.0001586,0.0001586,0.0001586
281,2648.36,0.2436,0.23954,0.11637,0.00245,0.07595,1,0.99849,0.995,0.995,1,0.99849,0.995,0.9849,0.15748,0.34708,0.08841,0.00343,0,0.000152,0.000152,0.000152
282,2657.7,0.23683,0.24116,0.11853,0.00239,0.0778,0.99809,1,0.995,0.995,0.99809,1,0.995,0.98292,0.15927,0.34547,0.05581,0.00338,0,0.0001454,0.0001454,0.0001454
283,2667.02,0.2369,0.23355,0.12043,0.00233,0.07503,1,0.99983,0.995,0.995,1,0.99983,0.995,0.98581,0.15431,0.34041,0.06784,0.00331,0,0.0001388,0.0001388,0.0001388
284,2676.36,0.234,0.23876,0.10268,0.00239,0.06949,0.99824,1,0.995,0.995,0.99824,1,0.995,0.98383,0.17513,0.33463,0.06265,0.00388,0,0.0001322,0.0001322,0.0001322
285,2685.7,0.22781,0.24193,0.1043,0.00237,0.0777,1,0.99863,0.995,0.99333,1,0.99863,0.995,0.98442,0.15833,0.33247,0.07129,0.00347,0,0.0001256,0.0001256,0.0001256
286,2695.12,0.24835,0.23431,0.12226,0.00239,0.08123,0.99824,1,0.995,0.99333,0.99824,1,0.995,0.98481,0.16112,0.33103,0.0539,0.0035,0,0.000119,0.000119,0.000119
287,2704.42,0.23694,0.23061,0.11726,0.00257,0.07012,0.9983,1,0.995,0.99333,0.9983,1,0.995,0.98488,0.16156,0.33234,0.05645,0.0036,0,0.0001124,0.0001124,0.0001124
288,2713.78,0.22475,0.24163,0.10835,0.00229,0.08424,0.99853,1,0.995,0.99333,0.99853,1,0.995,0.98526,0.15407,0.33565,0.05873,0.0034,0,0.0001058,0.0001058,0.0001058
289,2723.19,0.227,0.23704,0.1025,0.00232,0.07648,0.99908,1,0.995,0.99347,0.99908,1,0.995,0.98552,0.15586,0.33963,0.06411,0.0034,0,9.92e-05,9.92e-05,9.92e-05
290,2732.47,0.23612,0.23668,0.11383,0.00233,0.07371,0.99981,1,0.995,0.9947,0.99981,1,0.995,0.98816,0.16999,0.33945,0.06627,0.00382,0,9.26e-05,9.26e-05,9.26e-05
291,2744.16,0.15654,0.18569,0.07388,0.00306,0.05972,0.99827,1,0.995,0.98258,0.99827,1,0.995,0.97037,0.23161,0.33872,0.0733,0.00541,0,8.6e-05,8.6e-05,8.6e-05
292,2753.52,0.163,0.18157,0.0832,0.00351,0.05499,0.9982,1,0.995,0.97772,0.9982,1,0.995,0.96409,0.24436,0.33808,0.07911,0.00571,0,7.94e-05,7.94e-05,7.94e-05
293,2762.78,0.1615,0.18275,0.07575,0.00325,0.05826,0.99953,1,0.995,0.9769,0.99953,1,0.995,0.96247,0.2307,0.33885,0.09175,0.00541,0,7.28e-05,7.28e-05,7.28e-05
